"SL No.","UPC Code","Item Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
2930,6291106068702,"Luxure Woman Body spray 200 ml",240,325,"BRAND CONNECT",0,0
2931,9557062331142,"M potato B B Q chips",125,150,"Q  Q TRADING LTD",0,0
2932,9557062331159,"M potato Hot& spicy chips 100gm",125,150,"Q  Q TRADING LTD",0,0
2933,9557062331128,"M potato original chips100gm",125,150,"Q  Q TRADING LTD",0,0
2934,9557062331135,"M potato sour&Onion 100gm",125,150,"Q  Q TRADING LTD",0,0
2935,8887290151405,"MacCoffee Cappuccino Creamy 8 Sachets",126.12,175,"Maccoffee Rigs Marketing",0,0
2936,8887290130097,"MacCoffee Gold Jar 100g",307.2,370,"Maccoffee Rigs Marketing",0,0
2937,8887290130257,"MacCoffee Gold Jar 50g",179.45,230,"Maccoffee Rigs Marketing",0,0
2938,8887290140058,"MacCoffee Original Coffee 3in1 Mini",7.87,10,"Maccoffee Rigs Marketing",0,0
2939,8887290130028,"MacCoffee Original Jar 100g",247.35,310,"Maccoffee Rigs Marketing",0,0
2940,8887290129985,"MacCoffee Original Jar 50g",150.35,175,"Maccoffee Rigs Marketing",0,0
2941,8887290130066,"MacCoffee Original Pouch 100g",189.15,230,"Maccoffee Rigs Marketing",0,0
2942,8887290130080,"MacCoffee Original Pouch 50g",101.85,125,"Maccoffee Rigs Marketing",0,0
2943,8887290130370,"MacCoffee Original Tin 50g",106.7,130,"Maccoffee Rigs Marketing",0,0
2944,8941100500934,"Madina Attar Chandan 3ml",35,40,"SQUARE TOILETRIES LIMITED",0,0
2945,11708101772600,"Madina Attar Chandon 3ml",0,0,"SQUARE TOILETRIES LIMITED",0,0
2946,8941100500088,"Madina Attar Sonali 3ml",35,40,"SQUARE TOILETRIES LIMITED",0,0
2947,8941100291344,"Maggi Chicken Soups 25 gm",32,35,Organix,0,0
2948,8941100292860,"Maggi Curry Noodles 248 gm",56,66,Organix,0,0
2949,894100292846,"Maggi Deshi jhal nodles 67g",72,80,"Nestle BD LTD",0,0
2950,8941100291351,"maggi healthy soups thai",32,35,Organix,0,0
2951,8941100291924,"Maggi Magic Masala 4g",3,5,"Nestle BD LTD",0,0
2952,8941100292846,"Maggi Masala Noodles 248gm",59,66,Organix,0,0
2953,8941100292556,"Maggi Masala Noodles 744 gm",178,195,Organix,0,0
2954,8850124065414,"Maggi Sauce ",100,140,Organix,0,0
2955,8680972109936,"Magic Box Chocolate 160g",125,165,"SS Treading",0,0
2956,8941100500132,"Magic Tooth powder 100gm",28.25,35,"SQUARE TOILETRIES LIMITED",0,0
2957,8941100500033,"Magic Tooth Powder 50 gm",17.5,22,"SQUARE TOILETRIES LIMITED",0,0
2958,11708252078000,"Malta Komola KG",125,135,"Home Plus Own Collection",0,0
2959,5000159020312,"Maltesers 37 gm",85,100,"Al-Madina Pvt Ltd",0,0
2960,8941571000216,"Maltova 400gm",300.9,330,"Organix GSK",0,0
2961,880196268633,"Mam drinking Water 1.5 L",19,25,"PARTEX BEVERAGE LTD",0,0
2962,8801962686453,"Mam drinking water 4.5 L ",65,70,"PARTEX BEVERAGE LTD",0,0
2963,8941181000057,"Mama Chicken  Flavoor 248 gm",58,66,"KALLOL LTD ",0,0
2964,8941181000330,"Mama Chicken  Oriental Instant Noodles 62gm",0,0,"KALLOL LTD ",0,0
2965,8941181000132,"Mama Chicken Flavoor 496 gm",107,130,"KALLOL LTD ",0,0
2966,8941181000255,"Mama Chicken Flavour 620 gm",0,0,"KALLOL LTD ",0,0
2967,11708111828900,"Mama Chicken Noodles 62gm",0,0,,0,0
2968,846656012031,"mama creamy crunch",25,30,"Pran Company Ltd",0,0
2969,8941181000040,"Mama Hot & Spicy Noodles 62gm",0,0,Organix,0,0
2970,8941181000163,"Mama Hot and Spicy 496 gm",115,130,"KALLOL LTD ",0,0
2971,8941181000286,"Mama Hot Spicy Noodles 620 gm",142,160,"KALLOL LTD ",0,0
2972,841165102037,"mama hurreay milk wefar",3.4,5,"Pran Company Ltd",0,0
2973,8941181000194,"Mama Tandoori Noodles 248 gm",55,66,"KALLOL LTD ",0,0
2974,8941181000170,"Mama Tandoori Noodles 62gm",0,0,Organix,0,0
2975,8941128007507,"Mango King Fruit Drinks 250 ml",15.87,22,globe,0,0
2976,11709182143200,"Marks Active school full creram milk powder 400g",281,320,"Abul khaer milk company",0,0
2977,11709182143100,"Marks Diabetic Milk 400g",450,500,"Abul khaer milk company",0,0
2978,11709182143700,"Marks Diet Non-fat Milk Powder 400g",281,320,"Abul khaer milk company",0,0
2979,11709182143800,"Marks Full Cream Milk Powder Tin 1Kg",680,750,"Abul khaer milk company",0,0
2980,11709182143000,"Marks Gold milk 400g",281,320,"Abul khair  Company",0,0
2981,11709182143300,"Marks Young Star 400g",0,0,"Abul khaer milk company",0,0
2982,1709182143600,"Marks Young Star milk 400g",281,320,"Abul khaer milk company",0,0
2983,5000159407236,"mars 51g",56,70,"Al-Madina Pvt Ltd",0,0
2984,11710152250000,"masal gura kg los",0,0,"HOME BRAND",0,0
2985,11710152250100,"Masala gura kg los",270,400,"HOME BRAND",0,0
2986,8941100292853,"masala maggi 8 packs 496g",116.5,130,"Nestle BD LTD",0,0
2987,8941156004462,"Masala Tea 30 Bags",75,100,"RIGS MARKETING",0,0
2988,8941193000540,"Mashudhara Maida 1KG",38.33,44,"Bashundhara Group ",0,0
2989,8941102003495,"Matador Pingu Tooth Brush",14,45,"Matador Group",0,0
2990,11710092233700,"Matador Princess Tooth Brush",15,45,"Matador Group",0,0
2991,6930880900647,"Max Math Set",40.83,60,Katumia_Sons,0,0
2992,8941100501672,"Maxclean Antibactrial Dishwash 500ml",70,80,"SQUARE TOILETRIES LIMITED",0,0
2993,8941100501399,"Maxclean Dishwash Bar 110gm",9.09,10,"SQUARE TOILETRIES LIMITED",0,0
2994,8941100501382,"Maxclean Dishwash Bar 325gm",27,30,"SQUARE TOILETRIES LIMITED",0,0
2995,8941100502075,"Maxclean Dishwash liquid 250ml",30,35,"SQUARE TOILETRIES LIMITED",0,0
2996,6928064842029,"medicare adult Nappies M8",530,660,"Dynamic Little Star LTD",0,0
2997,6928064842036,"Medicare Dependable Adult Nappies L 7 unit  With Double Prot",0,0,"Dynamic Little Star LTD",0,0
2998,21708091725900,"Mediplus DS 140gm",0,0,Aponjon,0,0
2999,859875003056,"Mediplus Ds G Whitening 40gm",40.83,48,"Anfords bangladesh ltd",0,0
3000,859875003049,"Mediplus Ds G Whitening100gm",76.5,90,"Anfords bangladesh ltd",0,0
3001,859875003032,"Mediplus Ds G Whitening140gm",110,135,"Anfords bangladesh ltd",0,0
3002,859875003209,"Mediplus Fluoride gel 100gm",85,100,"Anfords bangladesh ltd",0,0
3003,859875003162,"Mediplus medicare toothbrush ",62.77,90,"Anfords bangladesh ltd",0,0
3004,8690239033638,"Mega care pozzy  wet towel wipes 120 pcs",179,210,"UNION BD CONSUMER LTD",0,0
3005,841165109289,"Mega lollipop",40,60,"Pran Company Ltd",0,0
3006,8941052022447,"Meizan Plam Oil 1L",83,88,,0,0
3007,8802711128095,"Memori Dabli Baja100g",16,20,"HAIKO CONSUMER PRODUCT",0,0
3008,8802711126268,"Memory Baking Powder 160gm",45,45,"HAIKO CONSUMER PRODUCT",0,0
3009,11708292095700,"memory bit salt  100g ",0,0,"HAIKO CONSUMER PRODUCT",0,0
3010,8802711126565,"Memory Bit Salt 100gm",25,35,"HAIKO CONSUMER PRODUCT",0,0
3011,8802711126640,"Memory Bundia paket 200gm",40,50,"HAIKO CONSUMER PRODUCT",0,0
3012,8802711128286,"Memory But Dal 500gm",50,65,"HAIKO CONSUMER PRODUCT",0,0
3013,8802711125940,"MEMORY BUTER DAL VAJA 200GM",28,35,"HAIKO CONSUMER PRODUCT",0,0
3014,8802711125919,"Memory chanacur 200gm",28,35,"HAIKO CONSUMER PRODUCT",0,0
3015,8802711128200,"Memory Chingri Monekka 200gm",32,40,"HAIKO CONSUMER PRODUCT",0,0
3016,11710152249200,"Memory chips 500g",70,80,"HAIKO CONSUMER PRODUCT",0,0
3017,8802711125933,"Memory chui Pitha 200gm",25,35,"HAIKO CONSUMER PRODUCT",0,0
3018,8802711126367,"Memory Corn Flour 160gm",45,65,"HAIKO CONSUMER PRODUCT",0,0
3019,8802711126381,"Memory Custard Powder 160gm",45,65,"HAIKO CONSUMER PRODUCT",0,0
3020,8802711126619,"Memory Diabetis Murli 200gm",36,45,"HAIKO CONSUMER PRODUCT",0,0
3021,8802711125988,"Memory Dubli vaja 200gm",30,40,"HAIKO CONSUMER PRODUCT",0,0
3022,8802711128262,"Memory Hot Salt 100gm",30,40,"HAIKO CONSUMER PRODUCT",0,0
3023,8802711126374,"Memory Ice cream Powder 160g",45,65,"HAIKO CONSUMER PRODUCT",0,0
3024,8802711126091,"Memory Jhal Monekka 200gm",32,40,"HAIKO CONSUMER PRODUCT",0,0
3025,8802711125872,"Memory jhal Nimky 200gm",32,40,"HAIKO CONSUMER PRODUCT",0,0
3026,8802711125926,"Memory Jhenuk 200gm",32,40,"HAIKO CONSUMER PRODUCT",0,0
3027,8802711125902,"Memory Jhuri Bhaja 200gm",32,40,"HAIKO CONSUMER PRODUCT",0,0
3028,8802711126602,"Memory Kabab Masla 50g",50,60,"HAIKO CONSUMER PRODUCT",0,0
3029,802711126602,"Memory kakab Masala BIB 50gm",45,60,"HAIKO CONSUMER PRODUCT",0,0
3030,8802711125865,"Memory masla Badam100gm",22,30,"HAIKO CONSUMER PRODUCT",0,0
3031,8802711126084,"Memory Misty Monekka 200gm",30,40,"HAIKO CONSUMER PRODUCT",0,0
3032,8802711126244,"Memory Mixed Fruits Box 150gm",65,75,"HAIKO CONSUMER PRODUCT",0,0
3033,01269051,"Memory Mixed Masla Powder ",38,45,,0,0
3034,8802711126060,"Memory Mug Dal 100 g             ",22,30,"HAIKO CONSUMER PRODUCT",0,0
3035,8802711126053,"Memory Mug Dal 200gm",40,50,"HAIKO CONSUMER PRODUCT",0,0
3036,8802711126022,"Memory Muruli 200gm",30,40,"HAIKO CONSUMER PRODUCT",0,0
3037,8802711126039,"Memory Narikel Chira 100gm",45,60,"HAIKO CONSUMER PRODUCT",0,0
3038,8802711126077,"memory narikel naru",28,35,"HAIKO CONSUMER PRODUCT",0,0
3039,11708252083300,"Memory Naru",28,35,,0,0
3040,01269113,"memory papor 100g",30,35,"HAIKO CONSUMER PRODUCT",0,0
3041,8802711126527,"Memory Pesta Papor 150gm",20,30,"HAIKO CONSUMER PRODUCT",0,0
3042,8802711128293,"memory rice Flour ",60,75,"HAIKO CONSUMER PRODUCT",0,0
3043,8802711126589,"Memory Soan papri 300g",100,130,"HAIKO CONSUMER PRODUCT",0,0
3044,11710302278000,"Memory Special Fochka 200gm",60,80,"HAIKO CONSUMER PRODUCT",0,0
3045,8802711128211,"Memory Star Monekka 200gm",32,40,"HAIKO CONSUMER PRODUCT",0,0
3046,8802711125957,"Memory White Peanut 100gm",30,35,"HAIKO CONSUMER PRODUCT",0,0
3047,8944000194814,"Mentos 145gm",85,100,,0,0
3048,8944000194692,"Mentos 23gm",12,15,,0,0
3049,11708121888700,"Mentos Marbels Sour 9.9 gm",3,5,,0,0
3050,11708202064800,"mentos marbels stawberry 9.9",4,5,,0,0
3051,8941100500231,"MERIL BABY LOTIN 100ML",100,125,"SQUARE TOILETRIES LIMITED",0,0
3052,8941100500248,"MERIL BABY LOTION 200ML",200,225,"SQUARE TOILETRIES LIMITED",0,0
3053,8941100500255,"Meril Baby Olive Oil 100 ml",183,210,"SQUARE TOILETRIES LIMITED",0,0
3054,8941100500064,"Meril Baby Orange Toothpaste 45 gm",56,70,"SQUARE TOILETRIES LIMITED",0,0
3055,8941100500279,"Meril Baby Powder 100gm",68,80,"SQUARE TOILETRIES LIMITED",0,0
3056,8941100500262,"Meril Baby Shampoo With Mild Conditioner 110ml",75,90,"SQUARE TOILETRIES LIMITED",0,0
3057,8941100501580,"Meril Baby Soap 75gm",32,40,"SQUARE TOILETRIES LIMITED",0,0
3058,8941100501214,"Meril Baby Strawberry Toothpaste ",56,70,"SQUARE TOILETRIES LIMITED",0,0
3059,8941100501351,"Meril Baby Toothbrush ",47,50,"SQUARE TOILETRIES LIMITED",0,0
3060,8941100500903,"Meril glycerine 60gm",43.5,50,"SQUARE TOILETRIES LIMITED",0,0
3061,8941100500910,"Meril Glycerine120gm",81,90,"SQUARE TOILETRIES LIMITED",0,0
3062,8941100501160,"Meril Lip Blam lemon",35.5,40,"SQUARE TOILETRIES LIMITED",0,0
3063,8941100501009,"Meril lip blam Strawberry",35.5,40,"SQUARE TOILETRIES LIMITED",0,0
3064,8941100500422,"Meril Lipgel 10gm",26.25,30,"SQUARE TOILETRIES LIMITED",0,0
3065,11708091724600,"Meril Milk & Beli soap bar 100gm",20,28,"SQUARE TOILETRIES LIMITED",0,0
3066,8941100500187,"Meril Milk & Kiwi soap bar 100gm",25.66,28,"SQUARE TOILETRIES LIMITED",0,0
3067,8941100501290,"Meril Milk and Beli Soap 100 gm",23,28,"SQUARE TOILETRIES LIMITED",0,0
3068,8941100501177,"Meril Milk and Beli Soap 75 gm",20.21,22,"SQUARE TOILETRIES LIMITED",0,0
3069,8941100500194,"Meril Milk and Kiwi Soap 75 gm",20.21,22,"SQUARE TOILETRIES LIMITED",0,0
3070,8941100501733,"Meril Milk Soap 75 gm",20.21,22,"SQUARE TOILETRIES LIMITED",0,0
3071,8941100501726,"Meril Milk soap bar 100gm",23,28,"SQUARE TOILETRIES LIMITED",0,0
3072,8941100502068,"Meril Milk soap bar 150gm",38.61,42,"SQUARE TOILETRIES LIMITED",0,0
3073,8941100501047,"Meril nail polish remover  40ml",30,35,"SQUARE TOILETRIES LIMITED",0,0
3074,8941100500538,"Meril Olive Oil 150ml",210,250,"SQUARE TOILETRIES LIMITED",0,0
3075,8941100500927,"Meril Olive Protective care 200ml ",255,300,"SQUARE TOILETRIES LIMITED",0,0
3076,8941100500880,"Meril petroleum jelly 100ml",69.92,85,"SQUARE TOILETRIES LIMITED",0,0
3077,11710092232200,"Meril petroleum jelly 15ml",13.11,16,"SQUARE TOILETRIES LIMITED",0,0
3078,8941100500873,"Meril petroleum jelly 50ml",41.46,50,"SQUARE TOILETRIES LIMITED",0,0
3079,8941100501597,"MERIL ROSE WATER GLYCERINE 120ML",100,125,"SQUARE TOILETRIES LIMITED",0,0
3080,8941100500149,"Merill Milk Soap",25,28,"SQUARE CONSUMER PRODUCTS",0,0
3081,8901207500657,"Meswak toothpase 100gm",42,52,"Asian Consumer Care",0,0
3082,8901207500633,"Meswak toothpase 50gm",22,28,"Asian Consumer Care",0,0
3083,8902714330072,"Meswak Toothpaste 200gm",78.5,95,"Asian Consumer Care",0,0
3084,11709102120100,"Methi Kg",75,200,"Home Plus Own Collection",0,0
3085,846656007112,"Metro Basmati Rice 1Kg",170,200,"Pran Company Ltd",0,0
3086,841165115105,"Metro Deshi Masala Noodles 496 gm",105,128,"Pran Company Ltd",0,0
3087,846656008751,"Metro Rice Bran Oil 5 Litre",540,600,"Pran Company Ltd",0,0
3088,11708121881600,"Milk Chocolate 33 gm",0,0,"Al-Madina Pvt Ltd",0,0
3089,11709152134700,"Milk Liquid 500g",25,35,"HOME BRAND",0,0
3090,846656004951,"Milk Man Chocolate Milk 200ml Tetra pack",16.14,20,"Pran Company Ltd",0,0
3091,846656001189,"Milk Man Full Cream Milk Powder 500g",225,280,"Pran Company Ltd",0,0
3092,841165118861,"Milk Man Lacchi 200ml",16.15,20,"Pran Company Ltd",0,0
3093,846656004968,"Milk Man Mango Milk 200ml Tetra pack",16.14,20,"Pran Company Ltd",0,0
3094,841165122479,"Milk Man UHT milk 500ml",34.81,40,"Pran Company Ltd",0,0
3095,89006931,"Milkbary 13g",15,20,"Al-Madina Pvt Ltd",0,0
3096,8997878332833,"Milkita chocolate milk candy",75,95,"Home Plus Own Collection",0,0
3097,8997878332321,"Milkkita milk candy 120gm",75,94,"Home Plus Own Collection",0,0
3098,845944049001,"Mimi Rtg. Tiffin Box",52.52,70,"RFL Pride Group",0,0
3099,11708262087200,"Miniket Premium Rice Loose Kg.",55.6,60,"Home Plus Own Collection",0,0
3100,8941100314432,"Mirinda orange Flavour 500ml",32,35,"TRANSCOM BEVERAGES LTD",0,0
3101,6921667810075,"Miss U Marshmallow Chocolate 30g",27,40,"SS Treading",0,0
3102,9557062321143,"Mister Potato Chips Barbecue 45gm",75,90,"Q  Q TRADING LTD",0,0
3103,9557062301169,"Mister Potato Chips Barbecue 75gm",100,120,"Q  Q TRADING LTD",0,0
3104,9557062321150,"Mister Potato Chips Hot & Spicy",75,90,"Q  Q TRADING LTD",0,0
3105,9557062321129,"Mister Potato Chips Orginal 45gm",75,90,"Q  Q TRADING LTD",0,0
3106,9557062301145,"Mister Potato Chips Original 75gm",100,120,"Q  Q TRADING LTD",0,0
3107,9557062321136,"Mister Potato Chips Sour Green & Onion",75,90,"Q  Q TRADING LTD",0,0
3108,9557062301176,"mister potato crisps hot &spicy 75g",100,120,"Q  Q TRADING LTD",0,0
3109,11708252082100,"Misti Kumra KG",30,35,,0,0
3110,11709102121100,"Misti Zeera Kg",120,200,"Home Plus Own Collection",0,0
3111,11711092285500,"Mit lob pcs ",24,30,"Roshmela food products",0,0
3112,21708091730700,"Mitali Glucose-D 100g",45,45,Aponjon,0,0
3113,21708091730600,"Mitali Glucose-D 200g",80,80,Aponjon,0,0
3114,21708091730400,"Mitali Glucose-D 400g",135,135,Aponjon,0,0
3115,8941181000279,"Mma Masala Noodles 620 gm",142,160,"KALLOL LTD ",0,0
3116,184716000384,"Mojo 250ml ",13,16,"Akij Food  Beverage LTD",0,0
3117,8690536855100,"Molfix Islak Havlu wet wipes",190,220,"FAIR DISTRIBUTION LTD",0,0
3118,8690536855704,"Molfix Islak Havlu wet wipes 63 pcs",190,220,"FAIR DISTRIBUTION LTD",0,0
3119,11708242074500,"Morich Gura 100gm",0,0,"Home Plus Own Collection",0,0
3120,11709102121300,"Morich Gura Kg",240,320,"Home Plus Own Collection",0,0
3121,98609246,"Morning  Fresh Sugar toast 200g",39.2,50,"Well accessories ltd",0,0
3122,5061728394944,"Morning  Fresh Twist biscuit 900g",98,125,"Well accessories ltd",0,0
3123,5061728394760,"morning bela biscuit",45,55,,0,0
3124,98609253,"Morning Fresh Cake Rusk 300 g",100,120,"Well accessories ltd",0,0
3125,5061728394807,"Morning fresh chocolate chips cookies 250g",52,65,"Well accessories ltd",0,0
3126,5061728394937,"Morning fresh Coconut Biscuit 900g",98,125,"Well accessories ltd",0,0
3127,5061728394975,"Morning Fresh Custard cake 25g",8,10,"Well accessories ltd",0,0
3128,98609147,"Morning fresh Garlic Toast 150g",33,40,"Well accessories ltd",0,0
3129,98608942,"Morning fresh Ghee Tost 250g",55,65,"Well accessories ltd",0,0
3130,98608577,"Morning fresh Horlicks biscuit 300g",49.4,65,"Well accessories ltd",0,0
3131,5061728394203,"morning fresh Kustard cake 200tk",155.82,200,"Well accessories ltd",0,0
3132,98608614,"Morning fresh nimki biscuit 300g",45,55,"Well accessories ltd",0,0
3133,98608584,"Morning Fresh Ovaltine biscuit 300g",44.1,60,"Well accessories ltd",0,0
3134,98608843,"Morning Fresh Plain Toast 300g",47.04,60,"Well accessories ltd",0,0
3135,98609048,"morning Fresh spicy Hot Toast 150g",33,40,"Well accessories ltd",0,0
3136,5061728394715,"Morning fresh sugar free biscuit 300g",83.3,110,"Well accessories ltd",0,0
3137,5061728394890,"Morning Fresh tea tost 300g",34.3,45,"Well accessories ltd",0,0
3138,98608744,"Morninng fresh Sugar Free Toast 150g",31.66,40,"Well accessories ltd",0,0
3139,11710072224000,"Morobba Loose KG",90,150,"Home Plus Own Collection",0,0
3140,11708202060800,"Moshari M000301",0,0,Aponjon,0,0
3141,11708202060900,"Moshari M000302",0,0,Aponjon,0,0
3142,11708212070500,"Moshur Dal Deshi Loose KG",103,115,"Home Plus Own Collection",0,0
3143,11708302097000,"Moshur Dal Indian 1kg",55,75,,0,0
3144,8941571002005,"Mother Horlicks 350gm",466.67,490,"Organix GSK",0,0
3145,8941100315422,"Mountain Due 400ml",23.5,25,"TRANSCOM BEVERAGES LTD",0,0
3146,11709172142700,"Mountam Dew 400mL",22,25,"TRANSCOM BEVERAGES LTD",0,0
3147,76162954,"Moussy Aplle Juice 330 ml",133.5,185,"Moussy bevarage",0,0
3148,76162817,"moussy classic juice 330ml",133.5,185,"Home Plus Own Collection",0,0
3149,76162947,"moussy Raspberry 330ml",128,160,"Home Plus Own Collection",0,0
3150,11708162047800,"Moussy strawberry  juice ",0,0,"Home Plus Own Collection",0,0
3151,76162961,"moussy strawberry  juice 330ml",133.5,185,"Home Plus Own Collection",0,0
3152,8941194003205,"Mr Cookie 320gm",48.83,60,"HAQUE BROTHERS IND LTD",0,0
3153,846656021071,"mr noodles 36 packs  super SAVER ",495,560,"Pran Company Ltd",0,0
3154,8941194002963,"Mr. Milk Enriched Biscuit",5.31,10,"HAQUE BROTHERS IND LTD",0,0
3155,41165111833,"Mr. Noodles (instant) 40gm",0,0,"Pran Company Ltd",0,0
3156,846656010051,"Mr. Noodles 160gm",35,40,"Pran Company Ltd",0,0
3157,841165109760,"Mr. Noodles Chicken 310gm",75,82,"Pran Company Ltd",0,0
3158,846656006535,"Mr. Noodles Chicken 496gm",107,128,"Pran Company Ltd",0,0
3159,846656014776,"MR. Noodles Easy 14 pack",220,250,"SHAJEEB CORPORATION",0,0
3160,831730009335,"Mr. Noodles Egg Noodles 180gm",16.4,18,"Pran Company Ltd",0,0
3161,846656004029,"Mr. Noodles Magic Masala 248gm",53,65,"Pran Company Ltd",0,0
3162,841165109746,"Mr. Noodles Magic Masala 310gm",70,125,"Pran Company Ltd",0,0
3163,846656002902,"Mr. Noodles Magic Masala 62gm",13.36,17,"Pran Company Ltd",0,0
3164," 846656017746","Mr. Noodles Magic Masala 744gm",0,0,"Pran Company Ltd",0,0
3165,841165110315,"Mr. Noodles Magic Masala 992gm",220,250,"Pran Company Ltd",0,0
3166,8941100285008,"Mr.Brasso Refill 350 ml",81,90,"Rekit benkezer ltd",0,0
3167,8941100284018,"Mr.Brasso Spray gun 350 ml",109.17,120,"Rekit benkezer ltd",0,0
3168,8852633330502,"Mr.Hung Tempura powder Bater Mix 500g",140,250,"HAIKO CONSUMER PRODUCT",0,0
3169,841165118335,"mr.noodles cup 40g ",20,25,"Pran Company Ltd",0,0
3170,11709172142900,"Mug Dal",130,145,,0,0
3171,841165103898,"Mughal Green Mango 300gm",90,110,"Pran Company Ltd",0,0
3172,841165103904,"Mughal Green olive 300gm",90,110,"Pran Company Ltd",0,0
3173,841165117444,"Mughual lacchi 170 ml",13.29,16,"Pran Company Ltd",0,0
3174,11708202061800,"Muja M000129",140,170,"Home Plus Own Collection",0,0
3175,11708202061900,"Muja M000130",100,150,"Home Plus Own Collection",0,0
3176,11708202062000,"Muja M000131",120,160,"Home Plus Own Collection",0,0
3177,11708202062100,"Muja M000132",140,160,"Home Plus Own Collection",0,0
3178,11708202062200,"Muja M000133",96,150,"Home Plus Own Collection",0,0
3179,11710092229300,"mula kg",55,65,"HOME BRAND",0,0
3180,8801962686354,"Mum Drinking Water 1.5 Litre",18.75,25,"PARTEX BEVERAGE LTD",0,0
3181,880196268664,"Mum drinking water 2l",25,30,"PARTEX BEVERAGE LTD",0,0
3182,880196268619,"Mum Drinking Water 330ml",7.5,10,"PARTEX BEVERAGE LTD",0,0
3183,11710202257400,"Mum drinking Water 500 ml",11,15,"PARTEX BEVERAGE LTD",0,0
3184,8801962686156,"Mum Drinking Water 500ml",11.04,15,"PARTEX BEVERAGE LTD",0,0
3185,11710082225500,"Narikel Pcs",15.8,30,"Home Plus Own Collection",0,0
3186,620514009629,"Natoinal Basmati Rice1 kg",197.3,240,"FAIR DISTRIBUTION LTD",0,0
3187,11708101764900,"Natural Glycerin Cream 175ml",0,0,"Banijjo international",0,0
3188,754604501189,"natural glycerin cream vitamin e 175ml",320,380,"Banijjo international",0,0
3189,8901248104043,"Navranta oil cool 200ml",154,195,"RIGS MARKETING",0,0
3190,8901248104050,"Navratna oil 300ml",238,275,"RIGS MARKETING",0,0
3191,8901248104036,"Navratna oil col 100ml",90,105,"RIGS MARKETING",0,0
3192,11708262087100,"Nazirshail rice Kg",63,72,,0,0
3193,8189003100114,"NEEM ORIGINAL ",26.5,30,"ACI Limited",0,0
3194,0088021512917,"Neem Soap 75 gm",0,0,"MOUSUMI ENTERPRISES LTD ",0,0
3195,1403020413109,"Neo Care Baby Diaper 10 pcs Medium",237.2,300,"Incepta Hygiene and Hospicare Ltd",0,0
3196,1403020413253,"Neo Care Baby Diaper 25 pcs (Medium 4-9 kg)",593,750,"Incepta Hygiene and Hospicare Ltd",0,0
3197,1403020412256,"Neo Care Baby Diaper 25 pcs Large ",672,850,"Incepta Hygiene and Hospicare Ltd",0,0
3198,1403020419255,"Neo Care Baby Diaper 25 pcs small",450,625,"Incepta Hygiene and Hospicare Ltd",0,0
3199,1403020424259,"Neo Care Baby Diaper 25 pcs XL",750,1000,"Incepta Hygiene and Hospicare Ltd",0,0
3200,1403020424303,"Neo Care Baby Diaper 30 pcs XL",948.6,1200,"Incepta Hygiene and Hospicare Ltd",0,0
3201,1403020424044,"Neo Care Baby Diaper 4 pcs XL",126.46,160,"Incepta Hygiene and Hospicare Ltd",0,0
3202,1403020419040,"Neo Care Baby Diaper 4pcs Small",79.05,100,"Incepta Hygiene and Hospicare Ltd",0,0
3203,1403020424501,"Neo Care Baby Diaper 50pcs XL",1501.98,1900,"Incepta Hygiene and Hospicare Ltd",0,0
3204,1403020412041,"Neocare Baby daiper L 4pcs ",107.12,136,"Incepta Hygiene and Hospicare Ltd",0,0
3205,1403020424105,"Neocare baby diaper 10pcs (XL)",316.21,400,"Incepta Hygiene and Hospicare Ltd",0,0
3206,1403020412102,"Neocare baby diaper 10pcs(L)",268.8,340,"Incepta Hygiene and Hospicare Ltd",0,0
3207,1403020419323,"Neocare baby diaper 32pcs(s)",632.32,800,"Incepta Hygiene and Hospicare Ltd",0,0
3208,1403020413048,"Neocare baby diaper 4pcs(M)",94.86,120,"Incepta Hygiene and Hospicare Ltd",0,0
3209,1403020412508,"Neocare baby diaper 50pcs(large)",1350,1600,"Incepta Hygiene and Hospicare Ltd",0,0
3210,1403020413321,"NeoCare Baby Diaper m32pcs",759,960,"Incepta Hygiene and Hospicare Ltd",0,0
3211,1403020413505,"NeoCare Baby Diaper m50pcs",1106.72,1400,"Incepta Hygiene and Hospicare Ltd",0,0
3212,1403020419101,"NeoCare Baby Diaper small 10pcs",197.63,250,"Incepta Hygiene and Hospicare Ltd",0,0
3213,11708101786300,Neocd,0,0,"Incepta Hygiene and Hospicare Ltd",0,0
3214,7891000071786,"Nescafe Classic 100g",279,300,"Al-Madina Pvt Ltd",0,0
3215,7891000071809,"Nescafe Classic 100gm",190,210,"Al-Madina Pvt Ltd",0,0
3216,8941100293652,"Nescafe Classic 200gm",460,495,"Nestle BD LTD",0,0
3217,4005500210108,"Nescafe Gold 100gm",360,420,"Al-Madina Pvt Ltd",0,0
3218,7613033097096,"Nescafe Gold 50gm",280,310,"Al-Madina Pvt Ltd",0,0
3219,8941100293584,"Nescafe Original 10 sticks",88,95,Organix,0,0
3220,8992696406711,"Nescafe original 200gm",340,410,"Al-Madina Pvt Ltd",0,0
3221,8901058841138,"NESCCAFE CLASIC 50 G",153,165,"Nestle BD LTD",0,0
3222,8901058850338,"Nestle  Lactogen 2",500,590,"Nestle BD LTD",0,0
3223,9556001235459,"Nestle cerelac 8 wheat & spinach with fish",235,250,"Nestle BD LTD",0,0
