"SL No.","UPC Code","Item Name","Company Name","Category Name","Purchase Price","Sale Price",Category,Offer,"Available Quantity"
22,088021513006,"Cute Lemon Soap 125gm","MOUSUMI ENTERPRISES LTD ","Personal Care",37,45,"Personal Care",0,1
23,088021513006,"Cute Lemon Soap 125gm","MOUSUMI ENTERPRISES LTD ","Personal Care",37,45,"Personal Care",0,13
24,21708091731400,"Swarnali Orange 250g",Aponjon,"Bevarage And  Tobaco",125,125,"Bevarage And  Tobaco",0,5
25,088021512900,"Cute neem soap 125gm","MOUSUMI ENTERPRISES LTD ","Personal Care",40,45,"Personal Care",0,5
26,088021512917,"Cute Neem Soap 75gm","MOUSUMI ENTERPRISES LTD ","Personal Care",25,28,"Personal Care",0,8
27,088021513068,"Jasmine soap 75gm","MOUSUMI ENTERPRISES LTD ","Personal Care",23,26,"Personal Care",0,5
28,21708091732300,"Saba Washing Liquid 250ml",Aponjon,"Home care",360,550,"Home care",0,24
29,6941674401875,"Keda Ladyshave ",Aponjon,"Personal Care",930,930,"Personal Care",0,5
30,8941100283189,"Dettol cool soap 125gm","Rekit benkezer ltd","Personal Care",45.04,50,"Personal Care",0,21
31,8941100283172,"Dettol skin care soap 75gm","Rekit benkezer ltd","Personal Care",32.43,36,"Personal Care",0,21
32,8941100283318,"Dettol deep cleanse soap 75gm","Rekit benkezer ltd","Personal Care",28.83,32,"Personal Care",0,18
33,0,"Savlon Antiseptic Cream 100gm ",Uniliver,"Personal Care",33,50,"Personal Care",0,2
34,1708091734100,"Rong dhong Belt-4 ",Aponjon,"Life Style",625,625,"Life Style",0,1
35,8857101134194,"Yc Honey with papaya soap 100gm","UNION BD CONSUMER LTD","Personal Care",107,145,"Personal Care",0,3
36,8857101129503,"Yc cucumbar soap 100gm","UNION BD CONSUMER LTD","Personal Care",125,185,"Personal Care",0,4
37,9556311225119,"Prodental B breath spray","Tradesworth Household Limited","Personal Care",135,180,"Personal Care",0,5
38,9556311223498,"Prodental B dental floss 50m","Tradesworth Household Limited","Personal Care",135,180,"Personal Care",0,8
39,9556311891321,"Prodental B dental floss stick 24pcs","Tradesworth Household Limited","Personal Care",55,80,"Personal Care",0,8
40,9556311991182,"Prodental B idal dental floss pick 50pcs","Tradesworth Household Limited","Personal Care",75,100,"Personal Care",0,16
41,9556311891208,"Prodental B fresh mint tooth paste 175gm","Tradesworth Household Limited","Personal Care",130,189,"Personal Care",0,12
42,8901571005659,"Sensodyne Fresh Mint Tooth Paste 130g IND","Organix GSK","Personal Care",262.22,295,"Personal Care",0,3
43,8901571005659,"Sensodyne Fresh Mint Tooth Paste 130g IND","Organix GSK","Personal Care",262.22,295,"Personal Care",0,2
44,8941100651360,"Pepsodent germi check toothpaste 100gm",Uniliver,"Personal Care",61.25,70,"Personal Care",0,23
45,8901314077790,"Colgate visible white toothpaste 100gm","ACI Limited","Personal Care",125,160,"Personal Care",0,1
46,8901207500657,"Meswak toothpase 100gm","Asian Consumer Care","Personal Care",42.1,55,"Personal Care",0,19
47,5000347016455,"Sensodyne original 100gm IMP ","Mela International","Personal Care",304.62,420,"Personal Care",0,4
48,5000347016455,"Sensodyne original 100gm IMP ","Mela International","Personal Care",304.62,420,"Personal Care",0,8
49,5000347016448,"Sensodyne total care 100gm IMP","Mela International","Personal Care",304.62,420,"Personal Care",0,7
50,8901207500633,"Meswak toothpase 50gm","Asian Consumer Care","Personal Care",20,28,"Personal Care",0,2
51,8941100650813,"Closeup menthol fresh 145gm",Uniliver,"Personal Care",93,105,"Personal Care",0,7
52,8901314021045,"Colgate Herbal 200gm IMP","ACI Limited","Personal Care",106.62,125,"Personal Care",0,17
53,8901314009784,"Colgate active salt toothpaste 50gm IMP","ACI Limited","Personal Care",38.2,45,"Personal Care",0,1
54,8901314010520,"Colgate strong teeth 100gm IMP","ACI Limited","Personal Care",62,70,"Personal Care",0,1
55,8941100651346,"Pepsodent germi check 45gm",Uniliver,"Personal Care",28.25,32,"Personal Care",0,1
56,025929122206,"Colour Me Gold Perfum 90 ml","Banijjo international","Personal Care",900,1150,"Personal Care",0,3
57,8901571004102,"Sensodyne Fresh Mint Tooth Paste 40g IND",GSK,"Personal Care",84.44,95,"Personal Care",0,12
58,8901571004102,"Sensodyne Fresh Mint Tooth Paste 40g IND",GSK,"Personal Care",84.44,95,"Personal Care",0,4
59,8901571004096,"Sensodyne Fresh Mint Tooth Paste 75g IND","Organix GSK","Personal Care",151.11,173.2,"Personal Care",0,3
60,8901571004096,"Sensodyne Fresh Mint Tooth Paste 75g IND","Organix GSK","Personal Care",151.11,173.2,"Personal Care",0,12
61,8941100650820,"Closeup menthol fresh toothpaste 100gm",Uniliver,"Personal Care",68.75,78,"Personal Care",0,2
62,8941100651834,"closeup menthol fresh 50gm",Uniliver,"Personal Care",35.5,40,"Personal Care",0,1
63,8901888000897,"Dabur Red paste 200gm","Asian Consumer Care","Personal Care",99,120,"Personal Care",0,1
64,8901888000897,"Dabur Red paste 200gm","Asian Consumer Care","Personal Care",99,120,"Personal Care",0,12
65,8902714330072,"Meswak Toothpaste 200gm","Asian Consumer Care","Personal Care",86,110,"Personal Care",0,9
66,8902714330072,"Meswak Toothpaste 200gm","Asian Consumer Care","Personal Care",86,110,"Personal Care",0,12
67,025929121506,"Colour Me Red Perfum 50 ml","Glo Brands","Personal Care",428,625,"Personal Care",0,2
68,025929121605,"Colour Me Purple Perfum 50 ml","Glo Brands","Personal Care",468,625,"Personal Care",0,2
69,8901314009081,"Colgate active salt toothpaste 200gm IMP","ACI Limited","Personal Care",115.04,130,"Personal Care",0,21
70,8941100500736,"White plus toothpaste 200gm","SQUARE TOILETRIES LIMITED","Personal Care",105,120,"Personal Care",0,4
71,8941100500736,"White plus toothpaste 200gm","SQUARE TOILETRIES LIMITED","Personal Care",105,120,"Personal Care",0,6
72,8941100500132,"Magic Tooth powder 100gm","SQUARE TOILETRIES LIMITED","Personal Care",33,40,"Personal Care",0,4
73,8941100500132,"Magic Tooth powder 100gm","SQUARE TOILETRIES LIMITED","Personal Care",33,40,"Personal Care",0,13
74,9556311222187,"Procare Mouthwash fresh mint 100ml","Tradesworth Household Limited","Personal Care",100,135,"Personal Care",0,6
75,4005900207975,"Nivea Men B.D Energy Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,1
76,9556311991267,"Procare mouthwash cool mint 250ml","Tradesworth Household Limited","Personal Care",210,255,"Personal Care",0,6
77,4005900332950,"Nivea Men B.D Sprint Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,7
78,9556311222170,"Procare mouthwash cool mint 100ml","Tradesworth Household Limited","Personal Care",100,135,"Personal Care",0,7
79,4005900332943,"Nivea Men B.D intense Body Spray 120 ml","International Beverages Private Lim","Personal Care",270,375,"Personal Care",0,1
80,4005900207999,"Nivea Men B.D ice cool Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",270,375,"Personal Care",0,3
81,9556311221289,"Procare mouthwash freshmint 250ml","Tradesworth Household Limited","Personal Care",210,255,"Personal Care",0,2
82,8696630130723,"Cool breeze quantum energy body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,3
83,8696630130693,"Cool breeze cobalt reflect body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,2
84,8696630130792,"Cool breeze oxygen dose body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,1
85,8696630130709,"Cool breeze extreme limit body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,2
86,8696630130648,"Cool breeze cotton touch body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,3
87,8885009971801,"Knight Pour Homme Eau De Toilette Parfum 20ml","Banijjo international","Personal Care",135,205,"Personal Care",0,11
88,6295124024719,"Disguise reflection women perfume 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,2
89,6295124024672,"Disguise carnival women body spray 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
90,6295124024696,"Disguise deception perfume women 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
91,6295124024702,"Disguise Masquerade perfume women 100gm","Banijjo international","Personal Care",600,750,"Personal Care",0,2
92,6295124024658,"Disguise reflation perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,3
93,8885009979708,"Aqua Bleu Eau De Toilette Parfum 100ml","Banijjo international","Personal Care",620,810,"Personal Care",0,1
94,6295124024627,"Disguise clandestine perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,2
95,8885009979753,"Soul Essence Eau De Toilette Parfum 100ml","Banijjo international","Personal Care",675,810,"Personal Care",0,2
96,6295124024610,"Disguise carnival perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
97,6295124024641,"Disguise masqurade perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,2
98,088021511149,"Cute Romance Eau De Parfum 60ml","MOUSUMI ENTERPRISES LTD ","Personal Care",200,225,"Personal Care",0,1
99,6295124024634,"Disguise deception perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
100,6295124024726,"Disguise stimulate perfume men 100ml","BRAND CONNECT","Personal Care",600,750,"Personal Care",0,2
101,6295124024979,"Disguise stimulate body spray men 100ml","BRAND CONNECT","Personal Care",188,285,"Personal Care",0,3
102,6295124024955,"Disguise reflection body spray men 100ml","Banijjo international","Personal Care",188,285,"Personal Care",0,2
103,8906055790359,"Layer'r Shot Absolute Series Body Spray 135ml","Pearl International","Personal Care",308,385,"Personal Care",0,3
104,6295124024870,"Disguise carnival body spray men 200ml","Banijjo international","Personal Care",188,285,"Personal Care",0,2
105,8906055790281,"Layer'r Shot Power Play Body Spray 135ml","Pearl International","Personal Care",268,335,"Personal Care",0,2
106,8906055790304,"Layer'r Shot Red Stallion Body Spray 135ml","Pearl International","Personal Care",246,335,"Personal Care",0,3
107,8906055790304,"Layer'r Shot Red Stallion Body Spray 135ml","Pearl International","Personal Care",246,335,"Personal Care",0,6
108,6295124024900,"Disguise clandestine body spray women 200ml","BRAND CONNECT","Personal Care",188,285,"Personal Care",0,1
109,6295124024887,"Disguise carnivals body spray women 200ml","BRAND CONNECT","Personal Care",188,285,"Personal Care",0,3
110,6085010047225,"ED celebrity estiara body spray 200ml","Glo Brands","Personal Care",225,275,"Personal Care",0,1
111,8906055790182,"Layer'r Wattagirl Mystic Island Body Spray 135ml","Pearl International","Personal Care",266,335,"Personal Care",0,1
112,8906055790182,"Layer'r Wattagirl Mystic Island Body Spray 135ml","Pearl International","Personal Care",266,335,"Personal Care",0,6
113,6085010047836,"ED groony body spray 200ml","BRAND CONNECT","Personal Care",220,275,"Personal Care",0,2
114,8906055790205,"Layer'r Wattagirl Secret Crush Body Spray 135ml","Pearl International","Personal Care",268,335,"Personal Care",0,2
115,6085010047997,"ED magnificent body spray 200ml ","Glo Brands","Personal Care",225,275,"Personal Care",0,1
116,6085010092119,"ED stag body spray 200ml","Glo Brands","Personal Care",220,275,"Personal Care",0,3
117,8906055790724,"Layer'r Shot Bullet Ammo Body Spray 120ml","BRAND CONNECT","Personal Care",248,350,"Personal Care",0,4
118,8906055790748,"Layer'r Shot Bullet Burst Body Spray 120ml","BRAND CONNECT","Personal Care",248,320,"Personal Care",0,5
119,6085010092126,"ED backpack body spray 200ml","Glo Brands","Personal Care",225,275,"Personal Care",0,1
120,8906055790755,"Layer'r Shot Bullet Reload Body Spray 120ml","BRAND CONNECT","Personal Care",240,320,"Personal Care",0,1
121,8906055790755,"Layer'r Shot Bullet Reload Body Spray 120ml","BRAND CONNECT","Personal Care",240,320,"Personal Care",0,3
122,8414135630360,"Nike turn it on body spray 150ml","Banijjo international","Personal Care",158,210,"Personal Care",0,1
123,8906055790731,"Layer'r Shot Bullet Bang Body Spray 120ml","BRAND CONNECT","Personal Care",248,320,"Personal Care",0,2
124,8414135630377,"Nike night fever body spray 150ml","Banijjo international","Personal Care",158,210,"Personal Care",0,3
125,8414135100191,"Nike life on coconut body spray 150ml","Banijjo international","Personal Care",165,210,"Personal Care",0,3
126,8414135100207,"Nike fruit burst body spray 150ml","Banijjo international","Personal Care",165,210,"Personal Care",0,2
127,8414135255761,"Nike ride body spray 200ml","Banijjo international","Personal Care",195,260,"Personal Care",0,2
128,8414135623256,"Nike ON FIRE body spray 200ML","HOSSEN TREADING INT ","Personal Care",210,299,"Personal Care",0,5
129,6085010041704,"Armaf Blue Homme for Men Body Spray 200ml","Pearl International","Personal Care",280,350,"Personal Care",0,5
130,8414135255754,"Nike urban mask body spray 200ml","Banijjo international","Personal Care",210,260,"Personal Care",0,1
131,8414135255723,"Nike casual body spray 200ml","Banijjo international","Personal Care",210,260,"Personal Care",0,1
132,4005808594306,"Nivea whitening body spray 150ml","International Distribution Co BD Pvt","Personal Care",217,250,"Personal Care",0,2
133,4005808837311,"Nivea pearl & beauty body spray 150ml","International Distribution Co BD Pvt","Personal Care",217,250,"Personal Care",0,2
134,025929122282,"Colour me Gold Body Spray 150ml","Banijjo international","Personal Care",215,290,"Personal Care",0,1
135,8941100501078,"Kool Saint body spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,4
136,8941100501054,"Kool Blue Passion Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,2
137,8941100501023,"Kool Classic Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,2
138,7640129895083,"Denim Black Body Spray 150ml","Darkin Trade and Dristibution","Personal Care",195,240,"Personal Care",0,1
139,7640142778585,"Denim Gold Body Spray 150ml","Avijat Trading Crop","Personal Care",175,240,"Personal Care",0,3
140,8941100501061,"Kool Citrus Beat Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,4
141,8941100501825,"Kool provoke body spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,4
142,8941100501818,"Kool Ignite Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,6
143,7640142779230,"Denim Desire Body Spray 150ml","Avijat Trading Crop","Personal Care",210,250,"Personal Care",0,2
144,025929154801,"America Body Spray Pink for Woman 150ml","Banijjo international","Personal Care",200,260,"Personal Care",0,1
145,025929154863,"America Body Spray Red for Woman 150ml","Banijjo international","Personal Care",200,260,"Personal Care",0,2
146,7640129895076,"Denim Musk Body Spray 150ml","Avijat Trading Crop","Personal Care",175,240,"Personal Care",0,2
147,0799439301702,"Dexe black hair shampoo  25ml*10","Devine corporation Ltd","Personal Care",285,400,"Personal Care",0,6
148,025929123715,"Colour Me Silver Body Spray 150ml","Banijjo international","Personal Care",195,260,"Personal Care",0,4
149,5010797007453,"Selsun suspention M T Dandruff 150ml","Mela International","Personal Care",340,440,"Personal Care",0,8
150,8696630132352,"Fawaris Sheer B.Spray for Woman 150ml","ELIT MARKETING CO","Personal Care",175,215,"Personal Care",0,2
151,8857101159036,"EverGlow facial scrub papaya & raspberry 175ml","UNION BD CONSUMER LTD","Personal Care",180,240,"Personal Care",0,5
152,8857101159036,"EverGlow facial scrub papaya & raspberry 175ml","UNION BD CONSUMER LTD","Personal Care",180,240,"Personal Care",0,3
153,614514060056,"Romance  B.Spray 200ml","UNION BD CONSUMER LTD","Personal Care",232,290,"Personal Care",0,3
154,025929154825,"America Body Spray Black for Woman 150ml","Banijjo international","Personal Care",200,260,"Personal Care",0,6
155,8941100500972,"Revive Perfect fresjmess b-spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",200,250,"Personal Care",0,3
156,754604500120,"Hollywood zero dandruff conditioner 360ml  ","Banijjo international","Personal Care",375,500,"Personal Care",0,2
157,614514060094,"Emotion Pour Femme B.Spray 200ml","UNION BD CONSUMER LTD","Personal Care",245,290,"Personal Care",0,2
158,025929151206,"America Musk B.Spray","Banijjo international","Personal Care",210,260,"Personal Care",0,4
159,025929151206,"America Musk B.Spray","Banijjo international","Personal Care",210,260,"Personal Care",0,6
160,8941100618790,"Sunsilk hair fall solution shampoo 375ml",Uniliver,"Personal Care",246.25,270,"Personal Care",0,3
161,8696630136749,"Rex Rooter b-spray for man","ELIT MARKETING CO","Personal Care",160,210,"Personal Care",0,1
162,813903000264,"Savlon Antiseptic Cream 60gm","ACI Limited","Personal Care",25,34,"Personal Care",0,26
163,614514060018,"Blue lady b-spray 200ml","UNION BD CONSUMER LTD","Personal Care",175,290,"Personal Care",0,6
164,8941100500576,"Kool Extra Moisture Saving Foam 100ml","SQUARE TOILETRIES LIMITED","Personal Care",110,125,"Personal Care",0,5
165,8941100500576,"Kool Extra Moisture Saving Foam 100ml","SQUARE TOILETRIES LIMITED","Personal Care",110,125,"Personal Care",0,9
166,8941100500446,"Kool Monsoon Moisture Saving Foam 50ml","SQUARE TOILETRIES LIMITED","Personal Care",44.5,50,"Personal Care",0,9
167,8941100500965,"revive invigorative citrus b-spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",200,250,"Personal Care",0,5
168,088021511071,"Cute After Shave Lotion 50ml","MOUSUMI ENTERPRISES LTD ","Personal Care",53,65,"Personal Care",0,6
169,8941100283226,"Dettol 50ml","Rekit benkezer ltd","Personal Care",27.67,32,"Personal Care",0,8
170,8941100283226,"Dettol 50ml","Rekit benkezer ltd","Personal Care",27.67,32,"Personal Care",0,12
171,8941100283219,"Dettol 100gm","Rekit benkezer ltd","Personal Care",37.14,44,"Personal Care",0,8
172,11708101753200,"Savlon antiseptic 56ml","ACI Limited","Personal Care",29.12,32,"Personal Care",0,8
173,11708101753200,"Savlon antiseptic 56ml","ACI Limited","Personal Care",29.12,32,"Personal Care",0,6
174,088021511064,"Cute After Shave Lotion 100ml","MOUSUMI ENTERPRISES LTD ","Personal Care",85,110,"Personal Care",0,4
175,8941100500996,"Kool After Shave Lotion 100ml","P And G ","Personal Care",105,160,"Personal Care",0,6
176,5025970023274,"Nivea Post Shave Balm 100ml","International Distribution Co BD Pvt","Personal Care",300,375,"Personal Care",0,3
177,8941100501689,"Kool Monsoon Moisture Shaving Cream 100gm","SQUARE TOILETRIES LIMITED","Personal Care",65,80,"Personal Care",0,7
178,6001051000890,"Nivea Cooling After Shave Lotion 100ml","International Distribution Co BD Pvt","Personal Care",280,350,"Personal Care",0,4
179,7702018918041,"Gillette Fusion","P And G ","Personal Care",369.6,625,"Personal Care",0,1
180,7702018918041,"Gillette Fusion","P And G ","Personal Care",369.6,625,"Personal Care",0,12
181,8941100500989,"Kool After Shave Lotion 50ml","SQUARE TOILETRIES LIMITED","Personal Care",85,115,"Personal Care",0,6
182,8941100500989,"Kool After Shave Lotion 50ml","SQUARE TOILETRIES LIMITED","Personal Care",85,115,"Personal Care",0,1
183,11708101754100,"Elite Black Hair","ELIT MARKETING CO","Personal Care",32,50,"Personal Care",0,26
184,8941100500439,"Kool Frosty Saving Foam 50ml","SQUARE TOILETRIES LIMITED","Personal Care",44.5,55,"Personal Care",0,9
185,8941100648445,"Clare A.D anti hair fall shampoo 375ml",Uniliver,"Personal Care",273.17,310,"Personal Care",0,1
186,7640129895007,"Denim Orginal After Shave 100ml","Darkin Trade and Dristibution","Personal Care",195,260,"Personal Care",0,3
187,7640129895007,"Denim Orginal After Shave 100ml","Darkin Trade and Dristibution","Personal Care",195,260,"Personal Care",0,2
188,7640129895014,"Denim Musk After Shave 100ml","Darkin Trade and Dristibution","Personal Care",195,260,"Personal Care",0,2
189,079400266545,"Dove men fortifying shampoo 355ml","Banijjo international","Personal Care",340,410,"Personal Care",0,2
190,7640129895021,"Denim Black After Shave 100ml","Darkin Trade and Dristibution","Personal Care",195,260,"Personal Care",0,1
191,3014260656737,"Gillette Foam 98gm","P And G ","Personal Care",122,160,"Personal Care",0,2
192,4351785015502,"Bic Metal ",,"Personal Care",16,20,"Personal Care",0,24
193,3014260214692,"Gillette Gel 195gm",,"Personal Care",256,335,"Personal Care",0,3
194,3014260214692,"Gillette Gel 195gm",,"Personal Care",256,335,"Personal Care",0,3
195,11708101755600,"Godrej natural black hair colour 3gm","Godrej Household Products BD Pvt  L","Personal Care",10,14,"Personal Care",0,2
196,11708101755600,"Godrej natural black hair colour 3gm","Godrej Household Products BD Pvt  L","Personal Care",10,14,"Personal Care",0,24
197,8941100500569,"Kool After Shave Gel 50ml","SQUARE TOILETRIES LIMITED","Personal Care",41.54,60,"Personal Care",0,4
198,8941100500569,"Kool After Shave Gel 50ml","SQUARE TOILETRIES LIMITED","Personal Care",41.54,60,"Personal Care",0,13
199,11708101755800,"Hi-Speedy hear color 3gm","Darkin Trade and Dristibution","Personal Care",8,14,"Personal Care",0,25
200,4791111106311,"Kumarika H.H.T dryness control shampoo 200ml","RIGS MARKETING","Personal Care",148,170,"Personal Care",0,4
201,8901023010309,"Godrej aloe & milk protein hair color 20gm","Godrej Household Products BD Pvt  L","Personal Care",32.95,45,"Personal Care",0,2
202,8901023010309,"Godrej aloe & milk protein hair color 20gm","Godrej Household Products BD Pvt  L","Personal Care",32.95,45,"Personal Care",0,17
203,11708101756100,"Savlon Antiseptic 112gm","ACI Limited","Personal Care",38.54,44,"Personal Care",0,7
204,11708101756100,"Savlon Antiseptic 112gm","ACI Limited","Personal Care",38.54,44,"Personal Care",0,1
205,11708101756100,"Savlon Antiseptic 112gm","ACI Limited","Personal Care",38.54,44,"Personal Care",0,6
206,088021511088,"Cute After Shave 40ml","MOUSUMI ENTERPRISES LTD ","Personal Care",40,45,"Personal Care",0,8
207,11708101756400,"Elite Active Gold Mehedi 25gm","ELIT MARKETING CO","Personal Care",20.84,45,"Personal Care",0,8
208,11708101756400,"Elite Active Gold Mehedi 25gm","ELIT MARKETING CO","Personal Care",20.84,45,"Personal Care",0,12
209,8941100648421,"Clear A.D soft & shiny shampoo 350ml",Uniliver,"Personal Care",273.17,310,"Personal Care",0,6
210,11708101756600,"Elite Nail Color Cream 15gm","ELIT MARKETING CO","Personal Care",24,35,"Personal Care",0,1
211,8941183007016,"Fay Cotton Buds 40pcs","KALLOL LTD ","Personal Care",11.5,15,"Personal Care",0,12
212,8941183007016,"Fay Cotton Buds 40pcs","KALLOL LTD ","Personal Care",11.5,15,"Personal Care",0,25
213,8901358702436,"Gillete Blue 2","P And G ","Personal Care",25,30,"Personal Care",0,64
214,3086126636642,"Bic Body",,"Personal Care",18.46,25,"Personal Care",0,26
215,3086126636642,"Bic Body",,"Personal Care",18.46,25,"Personal Care",0,12
216,8941183007023,"Fay Cotton Buds 80Pcs","KALLOL LTD ","Personal Care",20,25,"Personal Care",0,44
217,8857101159012,"EverGlow facial scrub lemon & lemi 175ml","UNION BD CONSUMER LTD","Personal Care",180,240,"Personal Care",0,7
218,8806050294053,"Richenna Hair Color","Darkin Trade and Dristibution","Personal Care",90,130,"Personal Care",0,3
219,9556311221005,"Prodentalb Attitude","Tradesworth Household Limited","Personal Care",30,60,"Personal Care",0,14
220,4005808222698,"Nivea Men Shaving Foam 200ml","International Distribution Co BD Pvt","Personal Care",240,300,"Personal Care",0,7
221,9556311223467,"Prodentalab Champion","Tradesworth Household Limited","Personal Care",80,119,"Personal Care",0,6
222,8857101126090,"Yc whitening raspberry facial scrub 175ml","UNION BD CONSUMER LTD","Personal Care",178,240,"Personal Care",0,3
223,9556311891161,"Prodentalb Ultra","Tradesworth Household Limited","Personal Care",33,69,"Personal Care",0,2
224,9556311891161,"Prodentalb Ultra","Tradesworth Household Limited","Personal Care",33,69,"Personal Care",0,12
225,8941100500583,"Kool Shaving Foam 200ml","SQUARE TOILETRIES LIMITED","Personal Care",142,190,"Personal Care",0,5
226,3086126747934,"Bic Comfort Gel 200ml","BESTIN BRANDS PRIVATE LTD","Personal Care",265,330,"Personal Care",0,5
227,9556311229063,"Prodentalb Venus","Tradesworth Household Limited","Personal Care",90,120,"Personal Care",0,4
228,9556311221098,"Prodentalb Excellent","Tradesworth Household Limited","Personal Care",60,85,"Personal Care",0,7
229,8941102833344,"Dettol 500gm","Rekit benkezer ltd","Personal Care",126,140,"Personal Care",0,3
230,9556311221340,"Prodentalb Xtreme","Tradesworth Household Limited","Personal Care",100,160,"Personal Care",0,2
231,813903000288,"Savlon Antiseptic 1000ml","ACI Limited","Personal Care",197,220,"Personal Care",0,15
232,9556311229018,"Prodentalb Ambition","Tradesworth Household Limited","Personal Care",90,135,"Personal Care",0,2
233,9556311229018,"Prodentalb Ambition","Tradesworth Household Limited","Personal Care",90,135,"Personal Care",0,8
234,9556311223436,"Prodentalb Power","Tradesworth Household Limited","Personal Care",80,110,"Personal Care",0,1
235,813903000301,"Savlon Antiseptic 500ml","ACI Limited","Personal Care",112,125,"Personal Care",0,8
236,9556311223443,"prodentalb vision","Tradesworth Household Limited","Personal Care",75,105,"Personal Care",0,10
237,9556311891130,"Prodentalb flexible","Tradesworth Household Limited","Personal Care",50,80,"Personal Care",0,19
238,8857101111171,"Yc whitening lemon & honey facial scrub 175ml","UNION BD CONSUMER LTD","Personal Care",178,240,"Personal Care",0,7
